,packageId,lastModified,packageLink,docClass,title,congress,dateIssued,summary_url,modsLink,zipLink,text_file
0,CHRG-116shrg99104882,2021-02-22T18:25:38Z,https://api.govinfo.gov/packages/CHRG-116shrg99104882/summary,SHRG,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2020",116,2019-05-02T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104882/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104882/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104882/zip,textfiles/CHRG-116shrg99104882.txt
1,CHRG-116shrg99104881,2021-02-22T18:12:32Z,https://api.govinfo.gov/packages/CHRG-116shrg99104881/summary,SHRG,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2020",116,2019-04-11T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104881/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104881/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104881/zip,textfiles/CHRG-116shrg99104881.txt
2,CHRG-116shrg99104880,2021-02-22T18:06:28Z,https://api.govinfo.gov/packages/CHRG-116shrg99104880/summary,SHRG,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2020",116,2019-04-04T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104880/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104880/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104880/zip,textfiles/CHRG-116shrg99104880.txt
3,CHRG-116shrg99104879,2021-02-22T18:09:11Z,https://api.govinfo.gov/packages/CHRG-116shrg99104879/summary,SHRG,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2020",116,2019-03-28T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104879/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104879/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104879/zip,textfiles/CHRG-116shrg99104879.txt
4,CHRG-116shrg99104878,2021-02-22T18:27:53Z,https://api.govinfo.gov/packages/CHRG-116shrg99104878/summary,SHRG,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2020",116,2019-03-14T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104878/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104878/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104878/zip,textfiles/CHRG-116shrg99104878.txt
5,CHRG-116shrg99104876,2021-02-22T18:20:53Z,https://api.govinfo.gov/packages/CHRG-116shrg99104876/summary,SHRG,Department of Defense Appropriations for Fiscal Year 2020,116,2019-05-08T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104876/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104876/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104876/zip,textfiles/CHRG-116shrg99104876.txt
6,CHRG-116shrg99104875,2021-02-22T18:01:11Z,https://api.govinfo.gov/packages/CHRG-116shrg99104875/summary,SHRG,Department of Defense Appropriations for Fiscal Year 2020,116,2019-05-01T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104875/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104875/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104875/zip,textfiles/CHRG-116shrg99104875.txt
7,CHRG-116shrg99104874,2021-02-22T18:17:27Z,https://api.govinfo.gov/packages/CHRG-116shrg99104874/summary,SHRG,Department of Defense Appropriations for Fiscal Year 2020,116,2019-04-10T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104874/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104874/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104874/zip,textfiles/CHRG-116shrg99104874.txt
8,CHRG-116shrg99104873,2021-02-22T18:27:53Z,https://api.govinfo.gov/packages/CHRG-116shrg99104873/summary,SHRG,Department of Defense Appropriations for Fiscal Year 2020,116,2019-04-03T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104873/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104873/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104873/zip,textfiles/CHRG-116shrg99104873.txt
9,CHRG-116shrg99104872,2021-02-22T18:15:54Z,https://api.govinfo.gov/packages/CHRG-116shrg99104872/summary,SHRG,Department of Defense Appropriations for Fiscal Year 2020,116,2019-03-27T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104872/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104872/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104872/zip,textfiles/CHRG-116shrg99104872.txt
10,CHRG-116shrg99104871,2021-02-22T18:13:01Z,https://api.govinfo.gov/packages/CHRG-116shrg99104871/summary,SHRG,Department of Defense Appropriations for Fiscal Year 2020,116,2019-03-13T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104871/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104871/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104871/zip,textfiles/CHRG-116shrg99104871.txt
11,CHRG-116shrg99104870,2021-02-22T18:26:30Z,https://api.govinfo.gov/packages/CHRG-116shrg99104870/summary,SHRG,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations for Fiscal Year 2020",116,2019-04-11T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104870/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104870/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104870/zip,textfiles/CHRG-116shrg99104870.txt
12,CHRG-116shrg99104869,2021-02-22T18:03:50Z,https://api.govinfo.gov/packages/CHRG-116shrg99104869/summary,SHRG,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations for Fiscal Year 2020",116,2019-03-28T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104869/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104869/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104869/zip,textfiles/CHRG-116shrg99104869.txt
13,CHRG-116shrg99104868,2021-02-22T18:01:11Z,https://api.govinfo.gov/packages/CHRG-116shrg99104868/summary,SHRG,"State, Foreign Operations, and Related Programs Appropriations for Fiscal Year 2020",116,2019-04-30T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104868/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104868/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104868/zip,textfiles/CHRG-116shrg99104868.txt
14,CHRG-116shrg99104867,2021-02-22T18:07:55Z,https://api.govinfo.gov/packages/CHRG-116shrg99104867/summary,SHRG,"State, Foreign Operations, and Related Programs Appropriations for Fiscal Year 2020",116,2019-04-09T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104867/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104867/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104867/zip,textfiles/CHRG-116shrg99104867.txt
15,CHRG-116shrg99104866,2021-02-22T18:34:26Z,https://api.govinfo.gov/packages/CHRG-116shrg99104866/summary,SHRG,"Department of the Interior, Environment, and Related Agencies Appropriations for Fiscal Year 2020",116,2019-05-15T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104866/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104866/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104866/zip,textfiles/CHRG-116shrg99104866.txt
16,CHRG-116shrg99104865,2021-02-22T18:17:22Z,https://api.govinfo.gov/packages/CHRG-116shrg99104865/summary,SHRG,"Department of the Interior, Environment, and Related Agencies Appropriations for Fiscal Year 2020",116,2019-04-03T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104865/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104865/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104865/zip,textfiles/CHRG-116shrg99104865.txt
17,CHRG-116shrg99104864,2021-02-22T18:11:53Z,https://api.govinfo.gov/packages/CHRG-116shrg99104864/summary,SHRG,"Department of the Interior, Environment and Related Agencies Appropriations for Fiscal Year 2020",116,2019-05-01T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg99104864/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg99104864/mods,https://api.govinfo.gov/packages/CHRG-116shrg99104864/zip,textfiles/CHRG-116shrg99104864.txt
18,CHRG-116shrg89104859,2021-02-22T18:27:18Z,https://api.govinfo.gov/packages/CHRG-116shrg89104859/summary,SHRG,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2020",116,2019-02-28T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg89104859/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg89104859/mods,https://api.govinfo.gov/packages/CHRG-116shrg89104859/zip,textfiles/CHRG-116shrg89104859.txt
19,CHRG-116shrg89104856,2021-02-22T18:28:55Z,https://api.govinfo.gov/packages/CHRG-116shrg89104856/summary,SHRG,Legislative Branch Appropriations for Fiscal Year 2020,116,2019-04-03T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg89104856/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg89104856/mods,https://api.govinfo.gov/packages/CHRG-116shrg89104856/zip,textfiles/CHRG-116shrg89104856.txt
20,CHRG-116shrg89104855,2021-02-22T18:08:05Z,https://api.govinfo.gov/packages/CHRG-116shrg89104855/summary,SHRG,Legislative Branch Appropriations for Fiscal Year 2020,116,2019-04-10T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg89104855/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg89104855/mods,https://api.govinfo.gov/packages/CHRG-116shrg89104855/zip,textfiles/CHRG-116shrg89104855.txt
21,CHRG-116shrg89104854,2021-02-22T18:20:25Z,https://api.govinfo.gov/packages/CHRG-116shrg89104854/summary,SHRG,Legislative Branch Appropriations for Fiscal Year 2020,116,2019-03-27T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg89104854/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg89104854/mods,https://api.govinfo.gov/packages/CHRG-116shrg89104854/zip,textfiles/CHRG-116shrg89104854.txt
22,CHRG-116shrg89104853,2021-02-22T18:31:10Z,https://api.govinfo.gov/packages/CHRG-116shrg89104853/summary,SHRG,"Department of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2019",116,2019-11-05T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg89104853/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg89104853/mods,https://api.govinfo.gov/packages/CHRG-116shrg89104853/zip,textfiles/CHRG-116shrg89104853.txt
23,CHRG-116shrg89104851,2021-02-22T18:06:30Z,https://api.govinfo.gov/packages/CHRG-116shrg89104851/summary,SHRG,Legislative Branch Appropriations for Fiscal Year 2020,116,2019-08-26T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg89104851/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg89104851/mods,https://api.govinfo.gov/packages/CHRG-116shrg89104851/zip,textfiles/CHRG-116shrg89104851.txt
24,CHRG-116shrg45018,2021-08-06T14:04:23Z,https://api.govinfo.gov/packages/CHRG-116shrg45018/summary,SHRG,"Nominations of the 116th Congress, Second Session",116,2020-01-03T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg45018/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg45018/mods,https://api.govinfo.gov/packages/CHRG-116shrg45018/zip,textfiles/CHRG-116shrg45018.txt
25,CHRG-116shrg44963,2021-08-24T15:36:07Z,https://api.govinfo.gov/packages/CHRG-116shrg44963/summary,SHRG,"Alzheimer's Awareness: Barriers to Diagnosis, Treatment, and Care Coordination",116,2019-11-20T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg44963/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg44963/mods,https://api.govinfo.gov/packages/CHRG-116shrg44963/zip,textfiles/CHRG-116shrg44963.txt
26,CHRG-116shrg44826,2021-08-24T15:36:06Z,https://api.govinfo.gov/packages/CHRG-116shrg44826/summary,SHRG,Medicaid: Compliance with Eligibility Requirements,116,2019-10-30T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg44826/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg44826/mods,https://api.govinfo.gov/packages/CHRG-116shrg44826/zip,textfiles/CHRG-116shrg44826.txt
